
n° escrita, bmp_temp, bmp_pres, bmp_alt, TT101, TT102, TT103, TT104, TT105, TT106, nivelBateria, Gx, Gy, Gz, Ax, Ay, Az, mpu_temp, LAT_GPS, LGN_GPS, KMPH_GPS, SAT_GPS, ALTURA_GPS, gps_pres,
Escrita: 1827,31.00,93964.13,631.70,34.60,31.59,27.75,36.64,37.67,40.58,78,-0.05,-0.00,0.01,-0.99,0.65,-9.50,32.93,-22.53,-47.39,0.56,8,718.80,92982.70,
Escrita: 1828,30.99,93956.28,632.39,34.46,31.57,27.77,36.64,37.68,40.55,79,-0.05,0.00,0.01,-0.99,0.64,-9.50,32.95,-22.53,-47.39,0.94,7,713.30,93044.34,
Escrita: 1829,30.98,93961.23,631.96,34.54,31.53,27.71,36.56,37.59,40.45,77,-0.05,0.00,0.01,-0.98,0.64,-9.51,32.94,-22.53,-47.39,4.43,6,708.20,93101.53,
Escrita: 1830,31.10,93965.75,631.56,34.55,31.58,27.78,36.70,37.68,40.48,78,-0.05,0.00,0.01,-0.99,0.65,-9.52,32.94,-22.53,-47.39,2.20,6,712.70,93051.07,
Escrita: 1831,31.01,93964.75,631.64,34.47,31.58,27.76,36.60,37.71,40.54,78,-0.05,0.00,0.01,-0.99,0.64,-9.50,32.94,-22.53,-47.39,0.81,6,710.90,93071.25,
Escrita: 1832,31.00,93959.83,632.08,34.54,31.49,27.71,36.46,37.57,40.44,77,-0.05,0.00,0.01,-0.98,0.65,-9.51,32.96,-22.53,-47.39,4.32,6,707.50,93109.39,
Escrita: 1833,30.98,93965.69,631.56,34.62,31.52,27.78,36.67,37.70,40.54,79,-0.05,0.00,0.01,-0.97,0.65,-9.51,32.96,-22.53,-47.39,2.56,6,707.40,93110.51,
Escrita: 1834,31.11,93966.88,631.46,34.49,31.64,27.79,36.70,37.70,40.51,78,-0.05,0.00,0.01,-0.97,0.65,-9.51,32.96,-22.53,-47.39,4.17,7,707.30,93111.63,
Escrita: 1835,31.02,93968.33,631.33,34.64,31.55,27.76,36.69,37.68,40.49,78,-0.05,0.00,0.01,-0.98,0.64,-9.51,32.96,-22.53,-47.39,0.94,6,707.80,93106.02,
Escrita: 1836,31.00,93961.72,631.91,34.74,31.53,27.74,36.60,37.64,40.52,79,-0.05,0.00,0.01,-0.98,0.64,-9.51,32.96,-22.53,-47.39,0.81,7,708.40,93099.29,
Escrita: 1837,30.99,93966.33,631.50,34.45,31.60,27.75,36.63,37.64,40.54,78,-0.05,0.00,0.01,-0.97,0.64,-9.53,32.97,-22.53,-47.39,1.72,7,708.50,93098.17,
Escrita: 1838,31.00,93961.22,631.96,34.48,31.57,27.75,36.64,37.62,40.48,77,-0.05,0.00,0.01,-0.99,0.65,-9.51,32.97,-22.53,-47.39,4.52,5,708.60,93097.05,
Escrita: 1839,30.99,93967.00,631.45,34.54,31.54,27.72,36.52,37.62,40.48,77,-0.05,0.00,0.01,-0.98,0.65,-9.51,32.97,-22.53,-47.39,1.65,6,708.30,93100.41,
Escrita: 1840,31.12,93970.80,631.11,34.47,31.56,27.78,36.67,37.66,40.61,79,-0.05,0.00,0.01,-0.98,0.66,-9.51,32.97,-22.53,-47.39,0.11,6,707.80,93106.02,
Escrita: 1841,31.02,93969.67,631.21,34.66,31.61,27.78,36.60,37.62,40.54,78,-0.05,0.00,0.01,-0.99,0.64,-9.51,32.97,-22.53,-47.39,1.43,5,703.10,93158.76,
Escrita: 1842,31.00,93964.30,631.69,34.59,31.55,27.75,36.52,37.56,40.47,77,-0.05,0.00,0.01,-0.98,0.65,-9.50,32.96,-22.53,-47.39,1.74,6,700.70,93185.70,
Escrita: 1843,31.00,93968.67,631.30,34.49,31.64,27.77,36.64,37.66,40.62,79,-0.05,0.00,0.01,-0.99,0.65,-9.50,32.96,-22.53,-47.39,0.98,5,703.00,93159.88,
Escrita: 1844,31.12,93969.23,631.25,34.46,31.48,27.72,36.54,37.54,40.48,77,-0.05,0.00,0.01,-0.97,0.65,-9.50,32.97,-22.53,-47.39,15.76,6,702.30,93167.73,
Escrita: 1845,31.03,93969.94,631.19,34.74,31.59,27.78,36.70,37.71,40.60,77,-0.05,-0.00,0.00,-0.99,0.66,-9.49,32.96,-22.53,-47.39,3.48,4,701.50,93176.72,
Escrita: 1846,31.01,93963.36,631.77,34.61,31.56,27.73,36.68,37.70,40.58,77,-0.05,0.00,0.01,-0.99,0.64,-9.50,32.98,-22.53,-47.39,0.93,5,701.50,93176.72,
Escrita: 1847,31.00,93970.89,631.10,34.58,31.56,27.71,36.62,37.64,40.57,79,-0.05,-0.00,0.01,-0.98,0.65,-9.53,32.99,-22.53,-47.39,0.80,4,701.60,93175.59,
Escrita: 1848,31.12,93971.46,631.05,34.59,31.56,27.77,36.72,37.71,40.54,79,-0.05,0.00,0.01,-0.98,0.65,-9.51,32.98,-22.53,-47.39,2.39,6,701.10,93181.20,
Escrita: 1849,31.03,93971.78,631.02,34.56,31.58,27.76,36.70,37.74,40.62,77,-0.05,0.00,0.01,-0.98,0.65,-9.51,32.98,-22.53,-47.39,3.46,5,700.50,93187.94,
Escrita: 1850,31.02,93965.34,631.59,34.62,31.57,27.75,36.68,37.68,40.56,77,-0.05,0.00,0.01,-0.98,0.66,-9.50,32.98,-22.53,-47.39,5.65,6,700.40,93189.06,
Escrita: 1851,31.01,93968.94,631.27,34.47,31.57,27.77,36.75,37.69,40.62,79,-0.05,0.00,0.01,-0.98,0.66,-9.51,32.99,-22.53,-47.39,6.83,6,699.60,93198.05,
Escrita: 1852,31.13,93970.88,631.10,34.61,31.62,27.77,36.67,37.69,40.61,79,-0.05,0.00,0.01,-0.99,0.66,-9.50,32.99,-22.53,-47.39,14.93,7,699.50,93199.16,
Escrita: 1853,31.04,93972.25,630.98,34.61,31.65,27.78,36.69,37.67,40.59,79,-0.05,0.00,0.01,-0.99,0.64,-9.51,32.98,-22.53,-47.39,0.00,7,699.70,93196.92,
Escrita: 1854,31.08,93971.33,631.06,34.49,31.64,27.79,36.63,37.71,40.62,79,-0.05,0.00,0.01,-0.99,0.65,-9.52,32.98,-22.53,-47.39,0.00,7,699.20,93202.54,
Escrita: 1855,31.03,93971.52,631.05,34.70,31.53,27.73,36.52,37.63,40.46,77,-0.05,0.00,0.01,-0.98,0.64,-9.50,32.99,-22.53,-47.39,0.00,6,698.60,93209.27,
Escrita: 1856,31.03,93966.48,631.49,34.53,31.51,27.67,36.50,37.55,40.45,77,-0.05,-0.00,0.01,-0.99,0.65,-9.51,32.99,-22.53,-47.39,0.00,7,697.20,93224.99,
Escrita: 1857,31.01,93969.56,631.22,34.53,31.63,27.77,36.66,37.68,40.52,79,-0.05,-0.00,0.01,-0.99,0.65,-9.50,33.00,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 1858,31.14,93973.22,630.90,34.53,31.61,27.76,36.64,37.67,40.60,79,-0.05,0.00,0.01,-0.99,0.64,-9.50,32.99,-22.53,-47.39,3.61,0,0.00,101325.00,
Escrita: 1859,31.04,93972.41,630.97,34.62,31.59,27.70,36.59,37.61,40.45,76,-0.05,0.00,0.01,-0.98,0.64,-9.51,32.99,-22.53,-47.39,1.24,0,0.00,101325.00,
Escrita: 1860,31.03,93964.19,631.69,34.77,31.62,27.77,36.68,37.68,40.61,79,-0.05,0.00,0.01,-0.99,0.65,-9.52,32.99,-22.53,-47.39,9.56,0,0.00,101325.00,
Escrita: 1861,31.02,93970.05,631.18,34.50,31.62,27.78,36.66,37.71,40.65,79,-0.05,0.00,0.01,-0.99,0.64,-9.53,32.99,-22.53,-47.39,2.54,0,0.00,101325.00,
Escrita: 1862,31.14,93973.22,630.90,34.58,31.54,27.72,36.55,37.67,40.52,77,-0.05,0.00,0.01,-0.98,0.65,-9.52,33.00,-22.53,-47.39,6.41,0,0.00,101325.00,
Escrita: 1863,31.05,93973.75,630.85,34.54,31.63,27.76,36.68,37.73,40.61,79,-0.05,0.00,0.01,-0.99,0.65,-9.52,33.00,-22.53,-47.39,3.04,0,0.00,101325.00,
Escrita: 1864,31.03,93969.00,631.27,34.70,31.60,27.78,36.73,37.74,40.63,78,-0.05,0.00,0.01,-0.99,0.65,-9.50,33.00,-22.53,-47.39,3.57,6,680.00,93418.30,
Escrita: 1865,31.02,93970.67,631.12,34.60,31.51,27.65,36.51,37.64,40.48,75,-0.05,0.00,0.01,-0.98,0.65,-9.49,33.00,-22.53,-47.39,0.89,4,680.10,93417.17,
Escrita: 1866,31.14,93975.91,630.66,34.56,31.59,27.77,36.70,37.75,40.59,78,-0.05,0.00,0.01,-0.98,0.65,-9.51,33.01,-22.53,-47.39,1.54,6,683.40,93380.06,
Escrita: 1867,31.05,93974.70,630.76,34.53,31.59,27.73,36.67,37.68,40.56,76,-0.05,0.00,0.01,-0.98,0.65,-9.52,33.00,-22.53,-47.39,4.22,5,685.30,93358.70,
Escrita: 1868,31.04,93964.27,631.69,34.49,31.52,27.69,36.52,37.56,40.49,76,-0.05,0.00,0.01,-0.98,0.65,-9.50,33.00,-22.53,-47.39,10.07,4,684.70,93365.45,
Escrita: 1869,31.03,93971.15,631.08,34.48,31.56,27.71,36.59,37.66,40.58,77,-0.05,0.00,0.01,-0.99,0.64,-9.50,33.01,-22.53,-47.39,2.50,7,684.00,93373.31,
Escrita: 1870,31.15,93974.65,630.77,34.63,31.67,27.77,36.76,37.72,40.62,78,-0.05,-0.00,0.01,-0.99,0.65,-9.51,32.99,-22.53,-47.39,1.39,6,680.60,93411.55,
Escrita: 1871,31.06,93974.52,630.78,34.57,31.57,27.75,36.62,37.66,40.54,77,-0.05,0.00,0.01,-0.99,0.64,-9.52,33.01,-22.53,-47.39,2.20,6,678.30,93437.42,
Escrita: 1872,31.04,93967.90,631.37,34.60,31.53,27.70,36.58,37.64,40.52,76,-0.05,0.00,0.01,-0.98,0.65,-9.50,33.01,-22.53,-47.39,1.50,6,678.10,93439.67,
Escrita: 1873,31.03,93973.55,630.87,34.59,31.50,27.67,36.60,37.61,40.50,76,-0.05,0.00,0.01,-0.98,0.66,-9.52,33.01,-22.53,-47.39,4.83,6,680.80,93409.30,
Escrita: 1874,31.15,93975.69,630.68,34.63,31.65,27.76,36.73,37.71,40.60,78,-0.05,0.00,0.01,-0.98,0.64,-9.51,33.00,-22.53,-47.39,1.50,7,681.60,93400.30,
Escrita: 1875,31.06,93976.03,630.65,34.58,31.54,27.70,36.60,37.59,40.51,76,-0.05,0.00,0.01,-0.99,0.65,-9.52,33.00,-22.53,-47.39,2.87,7,683.00,93384.56,
Escrita: 1876,31.04,93967.90,631.37,34.62,31.60,27.75,36.72,37.76,40.61,79,-0.05,0.00,0.01,-0.98,0.63,-9.51,33.00,-22.53,-47.39,0.85,7,684.20,93371.07,
Escrita: 1877,31.03,93973.16,630.90,34.62,31.56,27.77,36.74,37.71,40.59,76,-0.05,0.00,0.01,-0.98,0.64,-9.51,33.01,-22.53,-47.39,6.00,5,684.10,93372.20,
Escrita: 1878,31.15,93977.55,630.51,34.53,31.48,27.61,36.47,37.63,40.46,75,-0.05,0.00,0.01,-0.98,0.65,-9.51,33.01,-22.53,-47.39,1.70,4,683.70,93376.69,
Escrita: 1879,31.07,93976.68,630.59,34.59,31.48,27.72,36.73,37.68,40.60,78,-0.05,0.00,0.01,-0.98,0.64,-9.50,33.01,-22.53,-47.39,13.85,4,683.50,93378.94,
Escrita: 1880,31.04,93968.91,631.28,34.64,31.54,27.70,36.63,37.62,40.48,76,-0.05,0.00,0.01,-0.99,0.65,-9.52,33.00,-22.53,-47.39,35.06,6,683.30,93381.19,
Escrita: 1881,31.04,93974.02,630.82,34.64,31.58,27.75,36.69,37.65,40.52,79,-0.05,0.00,0.01,-0.98,0.65,-9.53,33.02,-22.53,-47.39,36.69,5,683.60,93377.81,
Escrita: 1882,31.05,93965.91,631.54,34.53,31.53,27.73,36.60,37.58,40.48,77,-0.05,0.00,0.01,-0.99,0.64,-9.52,33.00,-22.53,-47.39,29.80,5,683.70,93376.69,
Escrita: 1883,31.04,93971.22,631.07,34.55,31.62,27.75,36.78,37.75,40.63,79,-0.05,0.00,0.01,-0.98,0.65,-9.51,33.02,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 1884,31.16,93973.50,630.87,34.49,31.48,27.69,36.59,37.60,40.52,77,-0.05,0.00,0.01,-0.99,0.65,-9.51,33.00,-22.53,-47.39,17.00,3,683.10,93383.44,
Escrita: 1885,31.07,93973.52,630.87,34.58,31.61,27.77,36.74,37.72,40.64,78,-0.05,0.00,0.01,-0.98,0.65,-9.51,33.03,-22.52,-47.39,53.12,5,683.10,93383.44,
Escrita: 1886,31.06,93966.19,631.52,34.44,31.55,27.71,36.73,37.65,40.50,76,-0.05,0.00,0.01,-0.98,0.65,-9.53,33.02,-22.52,-47.39,35.93,4,682.90,93385.69,
Escrita: 1887,31.04,93972.04,631.00,34.56,31.51,27.69,36.72,37.60,40.50,77,-0.05,0.00,0.01,-0.98,0.65,-9.51,33.00,-22.52,-47.39,11.74,4,682.90,93385.69,
Escrita: 1888,31.16,93974.50,630.78,34.58,31.51,27.73,36.59,37.71,40.57,77,-0.05,0.00,0.01,-0.98,0.65,-9.50,33.01,-22.52,-47.39,7.82,4,682.80,93386.81,
Escrita: 1889,31.08,93974.00,630.83,34.63,31.62,27.77,36.72,37.74,40.64,79,-0.05,-0.00,0.01,-0.99,0.66,-9.52,33.01,-22.52,-47.39,2.74,3,682.80,93386.81,
Escrita: 1890,31.05,93965.52,631.58,34.66,31.52,27.64,36.58,37.60,40.58,78,-0.05,0.00,0.01,-0.98,0.65,-9.52,33.02,-22.53,-47.39,7.37,4,682.80,93386.81,
Escrita: 1891,31.05,93970.80,631.11,34.72,31.60,27.73,36.66,37.73,40.68,78,-0.05,0.00,0.01,-0.98,0.66,-9.53,33.03,-22.53,-47.39,6.93,4,682.80,93386.81,
Escrita: 1892,31.16,93973.82,630.84,34.58,31.61,27.77,36.73,37.67,40.66,79,-0.05,0.00,0.01,-0.98,0.64,-9.49,33.01,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 1893,31.08,93972.78,630.93,34.62,31.54,27.74,36.62,37.57,40.54,78,-0.05,0.00,0.01,-0.98,0.65,-9.52,33.02,-22.53,-47.39,12.20,4,682.80,93386.81,
Escrita: 1894,31.06,93964.58,631.66,34.66,31.61,27.71,36.59,37.60,40.68,78,-0.05,0.00,0.01,-0.98,0.65,-9.51,33.03,-22.52,-47.39,29.11,7,682.80,93386.81,
Escrita: 1895,31.05,93970.22,631.16,34.53,31.62,27.77,36.81,37.73,40.66,78,-0.05,0.00,0.01,-0.98,0.65,-9.52,33.02,-22.53,-47.39,18.50,5,682.60,93389.05,
Escrita: 1896,31.17,93971.48,631.05,34.59,31.57,27.75,36.81,37.72,40.63,77,-0.05,0.00,0.01,-0.98,0.65,-9.51,33.02,-22.53,-47.39,24.39,4,682.50,93390.18,
Escrita: 1897,31.08,93969.94,631.19,34.61,31.58,27.73,36.72,37.72,40.61,77,-0.05,0.00,0.01,-0.98,0.65,-9.51,33.01,-22.53,-47.39,5.22,5,682.60,93389.05,
Escrita: 1898,31.07,93963.84,631.73,34.49,31.51,27.67,36.72,37.66,40.61,77,-0.05,0.00,0.01,-0.97,0.65,-9.53,33.03,-22.53,-47.39,1.67,7,682.80,93386.81,
Escrita: 1899,31.06,93969.63,631.21,34.56,31.53,27.73,36.75,37.64,40.62,77,-0.05,0.00,0.01,-0.99,0.64,-9.52,33.04,-22.53,-47.39,1.44,3,682.80,93386.81,
Escrita: 1900,31.07,93966.56,631.48,34.49,31.55,27.73,36.69,37.64,40.49,76,-0.05,0.00,0.01,-0.98,0.65,-9.51,33.04,-22.53,-47.39,0.67,6,682.80,93386.81,
Escrita: 1901,31.06,93970.30,631.15,34.51,31.53,27.73,36.68,37.66,40.56,77,-0.05,0.00,0.01,-0.97,0.65,-9.51,33.05,-22.53,-47.39,0.00,6,683.10,93383.44,
Escrita: 1902,31.08,93960.20,632.00,34.61,31.57,27.78,36.75,37.72,40.67,79,-0.05,0.00,0.01,-0.99,0.65,-9.52,33.03,-22.53,-47.39,0.00,3,683.20,93382.31,
Escrita: 1903,31.06,93967.68,631.39,34.53,31.64,27.77,36.73,37.74,40.68,79,-0.05,0.00,0.01,-0.99,0.66,-9.52,33.02,-22.53,-47.39,0.00,4,683.20,93382.31,
Escrita: 1904,31.18,93969.70,631.21,34.68,31.60,27.80,36.78,37.75,40.63,79,-0.05,0.00,0.01,-0.98,0.64,-9.52,33.04,-22.53,-47.39,0.00,5,683.20,93382.31,
Escrita: 1905,31.09,93971.06,631.09,34.75,31.55,27.77,36.65,37.65,40.58,78,-0.05,0.00,0.01,-0.97,0.65,-9.53,33.03,-22.53,-47.39,0.00,5,683.20,93382.31,
Escrita: 1906,31.13,93971.39,631.06,34.57,31.65,27.77,36.76,37.74,40.65,78,-0.05,0.00,0.01,-0.97,0.65,-9.52,33.03,-22.53,-47.39,0.00,7,683.10,93383.44,
Escrita: 1907,31.08,93972.22,630.98,34.68,31.61,27.77,36.78,37.73,40.68,79,-0.05,0.00,0.01,-0.98,0.64,-9.52,33.04,-22.53,-47.39,0.57,0,0.00,101325.00,
Escrita: 1908,31.07,93960.16,632.05,34.68,31.62,27.76,36.74,37.71,40.68,78,-0.05,0.00,0.01,-0.99,0.66,-9.52,33.03,-22.53,-47.39,1.76,0,0.00,101325.00,
Escrita: 1909,31.06,93969.25,631.25,34.51,31.66,27.76,36.73,37.74,40.70,78,-0.05,0.00,0.01,-0.98,0.64,-9.50,33.04,-22.53,-47.39,1.17,0,0.00,101325.00,
Escrita: 1910,31.18,93973.78,630.85,34.62,31.53,27.75,36.70,37.66,40.60,76,-0.05,0.00,0.01,-0.97,0.64,-9.51,33.03,-22.53,-47.39,0.54,0,0.00,101325.00,
Escrita: 1911,31.10,93973.61,630.86,34.60,31.48,27.71,36.60,37.59,40.55,75,-0.05,0.00,0.01,-0.98,0.66,-9.52,33.03,-22.53,-47.39,5.72,0,0.00,101325.00,
Escrita: 1912,31.08,93966.84,631.46,34.65,31.64,27.80,36.75,37.78,40.70,78,-0.05,0.00,0.01,-0.98,0.65,-9.52,33.05,-22.53,-47.39,4.69,0,0.00,101325.00,
Escrita: 1913,31.07,93971.45,631.05,34.62,31.56,27.73,36.76,37.76,40.67,78,-0.05,0.00,0.01,-0.98,0.65,-9.50,33.06,-22.53,-47.39,1.96,0,0.00,101325.00,
Escrita: 1914,31.19,93974.63,630.77,34.61,31.59,27.77,36.80,37.78,40.67,78,-0.05,0.00,0.01,-0.98,0.64,-9.53,33.05,-22.53,-47.39,0.54,5,687.80,93330.59,
Escrita: 1915,31.10,93976.70,630.59,34.63,31.57,27.78,36.84,37.75,40.68,76,-0.05,0.00,0.01,-0.99,0.65,-9.52,33.04,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 1916,31.08,93970.96,631.10,34.66,31.54,27.71,36.78,37.76,40.58,77,-0.05,0.00,0.01,-0.98,0.66,-9.52,33.05,-22.53,-47.39,1.37,5,691.40,93290.14,
Escrita: 1917,31.07,93975.23,630.72,34.61,31.58,27.72,36.84,37.68,40.67,78,-0.05,-0.00,0.01,-0.99,0.65,-9.51,33.05,-22.53,-47.39,2.78,6,699.60,93198.05,
Escrita: 1918,31.18,93977.59,630.51,34.49,31.59,27.75,36.75,37.69,40.61,77,-0.05,0.00,0.01,-0.99,0.64,-9.52,33.05,-22.53,-47.39,1.98,6,694.80,93251.95,
Escrita: 1919,31.10,93978.77,630.40,34.67,31.62,27.77,36.81,37.71,40.66,78,-0.05,0.00,0.01,-0.98,0.64,-9.51,33.05,-22.53,-47.39,1.78,7,688.80,93319.36,
Escrita: 1920,31.08,93971.84,631.02,34.68,31.60,27.76,36.74,37.74,40.69,78,-0.05,0.00,0.01,-0.99,0.65,-9.51,33.04,-22.53,-47.39,1.24,7,687.40,93335.09,
Escrita: 1921,31.07,93977.66,630.50,34.52,31.53,27.70,36.66,37.67,40.60,76,-0.05,0.00,0.01,-0.98,0.66,-9.53,33.05,-22.53,-47.39,1.00,7,686.50,93345.21,
Escrita: 1922,31.19,93979.96,630.30,34.63,31.59,27.73,36.73,37.74,40.65,77,-0.05,0.00,0.01,-0.98,0.65,-9.53,33.05,-22.53,-47.39,0.19,5,685.40,93357.58,
Escrita: 1923,31.10,93980.97,630.21,34.67,31.64,27.72,36.76,37.71,40.67,76,-0.05,0.00,0.01,-0.98,0.65,-9.52,33.05,-22.53,-47.39,0.52,4,686.60,93344.09,
Escrita: 1924,31.09,93973.47,630.87,34.59,31.60,27.73,36.68,37.67,40.62,76,-0.05,0.00,0.01,-0.99,0.65,-9.50,33.06,-22.53,-47.39,1.78,7,691.10,93293.52,
Escrita: 1925,31.08,93979.33,630.35,34.59,31.53,27.76,36.70,37.73,40.63,77,-0.05,0.00,0.01,-0.98,0.65,-9.52,33.04,-22.53,-47.39,0.93,7,696.90,93228.36,
Escrita: 1926,31.20,93982.67,630.06,34.60,31.50,27.74,36.67,37.62,40.58,75,-0.05,0.00,0.01,-0.98,0.64,-9.51,33.05,-22.53,-47.39,1.67,6,701.50,93176.72,
Escrita: 1927,31.11,93982.86,630.04,34.61,31.58,27.77,36.79,37.77,40.64,78,-0.05,0.00,0.01,-0.99,0.64,-9.52,33.04,-22.53,-47.39,2.76,8,706.70,93118.36,
Escrita: 1928,31.09,93977.98,630.47,34.60,31.47,27.73,36.67,37.68,40.62,76,-0.05,0.00,0.01,-0.98,0.64,-9.51,33.05,-22.53,-47.39,0.87,8,709.00,93092.56,
Escrita: 1929,31.08,93982.25,630.10,34.68,31.58,27.79,36.84,37.79,40.67,79,-0.05,0.00,0.01,-0.98,0.65,-9.51,33.07,-22.53,-47.39,0.41,8,703.80,93150.90,
Escrita: 1930,31.20,93986.14,629.75,34.57,31.52,27.76,36.68,37.68,40.53,76,-0.05,0.00,0.01,-0.98,0.65,-9.50,33.05,-22.53,-47.39,1.44,8,702.10,93169.98,
Escrita: 1931,31.11,93986.48,629.72,34.63,31.55,27.77,36.79,37.71,40.60,76,-0.05,0.00,0.01,-0.98,0.65,-9.51,33.05,-22.53,-47.39,0.22,8,696.80,93229.48,
Escrita: 1932,31.08,93976.86,630.57,34.59,31.58,27.77,36.80,37.76,40.67,78,-0.05,0.00,0.01,-0.99,0.65,-9.52,33.06,-22.53,-47.39,1.65,8,693.70,93264.30,
Escrita: 1933,31.08,93984.51,629.90,34.60,31.60,27.79,36.86,37.74,40.64,78,-0.05,0.00,0.01,-0.99,0.64,-9.52,33.06,-22.53,-47.39,1.09,8,693.30,93268.80,
Escrita: 1934,31.10,93972.69,630.88,34.56,31.61,27.78,36.81,37.78,40.64,78,-0.05,0.00,0.01,-0.98,0.65,-9.52,33.06,-22.53,-47.39,1.56,7,693.40,93267.67,
Escrita: 1935,31.09,93984.77,629.87,34.59,31.54,27.73,36.73,37.64,40.60,77,-0.05,0.00,0.01,-0.98,0.65,-9.50,33.05,-22.53,-47.39,0.20,7,691.30,93291.27,
Escrita: 1936,31.21,93985.70,629.79,34.61,31.62,27.78,36.87,37.75,40.70,78,-0.05,0.00,0.01,-0.98,0.65,-9.52,33.06,-22.53,-47.39,1.94,8,688.40,93323.85,
Escrita: 1937,31.12,93988.84,629.51,34.71,31.59,27.80,36.84,37.75,40.73,78,-0.05,0.00,0.01,-0.98,0.64,-9.50,33.06,-22.53,-47.39,1.17,7,687.90,93329.48,
Escrita: 1938,31.15,93991.23,629.30,34.60,31.52,27.72,36.64,37.70,40.61,76,-0.05,0.00,0.01,-0.98,0.65,-9.52,33.06,-22.53,-47.39,0.56,7,687.70,93331.72,
Escrita: 1939,31.10,93992.25,629.21,34.65,31.59,27.79,36.73,37.72,40.62,77,-0.05,0.00,0.01,-0.98,0.65,-9.53,33.05,-22.53,-47.39,0.15,7,688.10,93327.23,
Escrita: 1940,31.10,93987.95,629.59,34.77,31.60,27.79,36.81,37.74,40.68,78,-0.05,0.00,0.01,-0.99,0.64,-9.52,33.06,-22.53,-47.39,0.54,8,687.80,93330.59,
Escrita: 1941,31.09,93992.53,629.19,34.61,31.50,27.73,36.68,37.64,40.57,76,-0.05,0.00,0.01,-0.98,0.66,-9.53,33.06,-22.53,-47.39,0.17,8,693.20,93269.92,
Escrita: 1942,31.21,93994.73,628.99,34.66,31.60,27.76,36.81,37.72,40.63,77,-0.05,0.00,0.01,-0.99,0.65,-9.51,33.08,-22.53,-47.39,1.11,7,697.60,93220.50,
Escrita: 1943,31.12,93995.07,628.96,34.66,31.62,27.77,36.82,37.74,40.67,78,-0.05,0.00,0.01,-0.99,0.65,-9.53,33.07,-22.53,-47.39,1.70,6,697.70,93219.38,
Escrita: 1944,31.10,93986.18,629.75,34.54,31.52,27.75,36.70,37.66,40.58,76,-0.05,0.00,0.01,-0.98,0.65,-9.51,33.08,-22.53,-47.39,2.80,6,699.90,93194.68,
Escrita: 1945,31.09,93993.92,629.06,34.62,31.63,27.81,36.86,37.76,40.71,78,-0.05,0.00,0.01,-0.98,0.64,-9.51,33.06,-22.53,-47.39,0.96,5,696.70,93230.61,
Escrita: 1946,31.21,93995.75,628.90,34.65,31.60,27.76,36.75,37.70,40.67,77,-0.05,0.00,0.01,-0.98,0.64,-9.51,33.07,-22.53,-47.39,0.74,5,695.30,93246.33,
Escrita: 1947,31.12,93996.61,628.83,34.56,31.55,27.71,36.62,37.69,40.62,77,-0.05,0.00,0.01,-0.99,0.65,-9.50,33.06,-22.53,-47.39,0.33,5,694.20,93258.69,
Escrita: 1948,31.11,93989.94,629.42,34.59,31.63,27.80,36.81,37.79,40.64,79,-0.05,0.00,0.01,-0.99,0.65,-9.52,33.07,-22.53,-47.39,0.00,4,693.80,93263.18,
Escrita: 1949,31.10,93995.80,628.90,34.74,31.63,27.78,36.80,37.79,40.67,77,-0.05,0.00,0.01,-0.99,0.65,-9.51,33.07,-22.53,-47.39,0.00,8,693.90,93262.05,
Escrita: 1950,31.21,93993.30,629.12,34.70,31.59,27.77,36.76,37.76,40.67,76,-0.05,0.00,0.01,-0.99,0.65,-9.52,33.07,-22.53,-47.39,0.00,6,693.90,93262.05,
Escrita: 1951,31.13,93996.05,628.88,34.67,31.62,27.79,36.77,37.78,40.69,78,-0.05,0.00,0.01,-0.98,0.65,-9.51,33.08,-22.53,-47.39,0.00,5,693.90,93262.05,
Escrita: 1952,31.11,93988.72,629.52,34.68,31.64,27.79,36.84,37.79,40.69,78,-0.05,0.00,0.01,-0.99,0.65,-9.52,33.07,-22.53,-47.39,0.00,7,694.00,93260.93,
Escrita: 1953,31.10,93995.41,628.93,34.67,31.56,27.76,36.82,37.75,40.68,77,-0.05,0.00,0.01,-0.98,0.64,-9.51,33.07,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 1954,31.22,93991.48,629.28,34.73,31.59,27.74,36.82,37.77,40.60,76,-0.05,0.00,0.01,-0.97,0.65,-9.51,33.05,-22.53,-47.39,2.35,0,0.00,101325.00,
Escrita: 1955,31.13,93996.88,628.80,34.70,31.61,27.77,36.79,37.77,40.72,78,-0.05,0.00,0.01,-0.98,0.65,-9.53,33.07,-22.53,-47.39,0.83,0,0.00,101325.00,
Escrita: 1956,31.11,93987.52,629.63,34.65,31.64,27.79,36.79,37.77,40.71,78,-0.05,0.00,0.01,-0.98,0.64,-9.52,33.07,-22.53,-47.39,1.07,0,0.00,101325.00,
Escrita: 1957,31.11,93995.52,628.92,34.67,31.60,27.80,36.80,37.78,40.70,78,-0.05,0.00,0.01,-0.99,0.64,-9.52,33.07,-22.53,-47.39,1.31,0,0.00,101325.00,
Escrita: 1958,31.23,93997.29,628.77,34.67,31.61,27.77,36.82,37.78,40.68,77,-0.05,0.00,0.01,-0.97,0.65,-9.52,33.07,-22.53,-47.39,2.26,0,0.00,101325.00,
